Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Inventory,Margin,Marketing,Profit,Sales,Total Expenses,Variance to Budget
312,7/22/10 0:00,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,150,220,140,370,148,844,206,48,115,354,91,-4%
513,7/23/10 0:00,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,50,80,50,130,52,357,76,16,38,128,38,-2%
970,7/24/10 0:00,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,80,140,110,220,77,449,112,21,80,189,32,-14%
708,7/25/10 0:00,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,270,370,260,640,234,"1,282",311,77,201,545,110,-15%
234,7/26/10 0:00,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,190,210,140,400,170,"1,073",170,47,98,340,72,-15%
754,7/27/10 0:00,East,Major Market,Colombian,Beans,Coffee,Florida,Regular,70,120,80,190,80,640,120,26,63,200,57,5%
774,7/28/10 0:00,East,Major Market,Colombian,Beans,Coffee,Massachusetts,Regular,70,370,330,440,75,235,395,24,340,470,55,7%
917,7/29/10 0:00,East,Major Market,Colombian,Beans,Coffee,New York,Regular,240,370,250,610,258,"2,067",387,90,245,645,142,6%
305,7/30/10 0:00,East,Major Market,Caffe Mocha,Beans,Espresso,Florida,Regular,80,130,40,210,92,541,128,83,16,220,112,5%
508,7/31/10 0:00,East,Major Market,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,50,70,10,120,54,451,74,49,-4,128,78,7%
585,8/1/10 0:00,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,110,-60,-190,50,121,901,-60,110,-203,61,143,22%
508,8/2/10 0:00,East,Major Market,Regular Espresso,Beans,Espresso,Massachusetts,Regular,160,170,110,330,170,"1,073",170,47,99,340,71,3%
585,8/3/10 0:00,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,210,350,280,560,228,"1,402",352,63,264,580,88,4%
972,8/4/10 0:00,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,260,320,240,580,213,942,252,66,164,465,88,-20%
512,8/5/10 0:00,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,60,100,60,160,75,378,114,24,58,189,56,18%
903,8/6/10 0:00,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,80,120,100,200,99,766,144,27,106,243,38,22%
909,8/7/10 0:00,West,Major Market,Amaretto,Beans,Coffee,California,Regular,130,30,-20,160,104,685,28,33,-27,132,55,-18%
415,8/8/10 0:00,West,Major Market,Colombian,Beans,Coffee,California,Regular,320,480,360,800,258,"2,067",387,90,245,645,142,-19%
831,8/9/10 0:00,West,Major Market,Caffe Latte,Beans,Espresso,California,Regular,210,220,150,430,228,"1,436",229,63,142,457,87,6%
916,8/10/10 0:00,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,110,160,30,270,121,712,169,110,26,290,143,7%
970,8/11/10 0:00,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,140,150,100,290,170,"1,073",170,47,99,340,71,17%
815,8/12/10 0:00,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,80,130,110,210,99,766,144,27,105,243,39,16%
330,8/13/10 0:00,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,30,30,40,22,452,34,6,17,56,17,40%
970,8/14/10 0:00,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,40,70,10,110,54,427,75,49,-3,129,78,17%
773,8/15/10 0:00,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,70,90,60,160,83,613,107,27,68,190,39,19%
740,8/16/10 0:00,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,20,50,50,70,32,817,48,8,28,80,20,14%
303,8/17/10 0:00,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,50,70,40,120,60,329,80,19,33,140,47,17%
847,8/18/10 0:00,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,80,120,100,200,95,809,137,26,99,232,38,16%
754,8/19/10 0:00,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Decaf,30,50,30,80,48,617,62,15,34,110,28,38%
727,8/20/10 0:00,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Decaf,40,50,20,90,53,306,65,20,12,118,53,31%
781,8/21/10 0:00,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,40,60,30,100,59,331,73,22,18,132,55,32%
518,8/22/10 0:00,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,180,200,110,380,240,"1,454",255,91,131,495,124,30%
850,8/23/10 0:00,East,Major Market,Mint,Leaves,Herbal Tea,Florida,Decaf,50,70,50,120,70,957,84,21,42,154,42,28%
607,8/24/10 0:00,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,160,-20,-80,140,213,"1,214",-33,66,-120,180,87,29%
214,8/25/10 0:00,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,50,80,50,130,60,329,80,19,33,140,47,8%
432,8/26/10 0:00,South,Major Market,Lemon,Leaves,Herbal Tea,Texas,Decaf,40,80,50,120,52,357,76,16,38,128,38,7%
949,8/27/10 0:00,West,Major Market,Chamomile,Leaves,Herbal Tea,California,Decaf,80,120,100,200,95,809,137,26,100,232,37,16%
714,8/28/10 0:00,West,Major Market,Lemon,Leaves,Herbal Tea,California,Decaf,180,220,160,400,213,942,252,66,164,465,88,16%
530,8/29/10 0:00,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,70,90,60,160,83,613,107,27,68,190,39,19%
719,8/30/10 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,50,60,10,110,59,331,73,22,18,132,55,20%
309,8/31/10 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,60,100,80,160,77,449,112,21,79,189,33,18%
614,9/1/10 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,60,110,60,170,80,640,120,26,62,200,58,18%
720,9/2/10 0:00,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,50,60,30,110,62,958,74,19,34,136,40,24%
630,9/3/10 0:00,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,60,100,50,160,75,549,114,24,59,189,55,18%
513,9/4/10 0:00,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,70,110,70,180,86,490,120,26,71,206,49,14%
970,9/5/10 0:00,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,30,50,30,80,44,618,56,14,30,100,26,25%
786,9/6/10 0:00,East,Major Market,Darjeeling,Leaves,Tea,Florida,Regular,30,50,40,80,32,817,48,8,28,80,20,0%
978,9/7/10 0:00,East,Major Market,Darjeeling,Leaves,Tea,Massachusetts,Regular,30,50,40,80,32,817,48,8,28,80,20,0%
631,9/8/10 0:00,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,100,150,120,250,95,809,137,26,100,232,37,-7%
518,9/9/10 0:00,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,100,160,130,260,99,766,144,27,105,243,39,-7%
727,9/10/10 0:00,East,Major Market,Green Tea,Leaves,Tea,Florida,Regular,40,80,60,120,47,772,68,13,44,115,24,-4%
978,9/11/10 0:00,East,Major Market,Green Tea,Leaves,Tea,Massachusetts,Regular,20,40,30,60,22,452,34,6,17,56,17,-7%
845,9/12/10 0:00,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,80,120,90,200,77,449,112,21,79,189,33,-6%
626,9/13/10 0:00,West,Major Market,Darjeeling,Leaves,Tea,California,Regular,60,100,90,160,99,766,144,27,106,243,38,52%
858,9/14/10 0:00,West,Major Market,Earl Grey,Leaves,Tea,California,Regular,50,70,60,120,77,449,112,21,80,189,32,58%
858,9/15/10 0:00,West,Major Market,Green Tea,Leaves,Tea,California,Regular,40,80,50,120,75,549,114,24,58,189,56,58%
712,9/16/10 0:00,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,20,30,20,50,23,620,31,7,12,54,19,8%
816,9/17/10 0:00,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,70,100,60,170,75,956,90,23,46,165,44,-3%
414,9/18/10 0:00,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,80,100,60,180,77,423,103,25,50,180,53,0%
712,9/19/10 0:00,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,774,43,0,32,43,11,-14%
573,9/20/10 0:00,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,40,80,60,120,42,771,61,11,38,103,23,-14%
715,9/21/10 0:00,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,50,70,50,120,48,617,62,15,35,110,27,-8%
203,9/22/10 0:00,East,Small Market,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,50,70,40,120,55,305,75,18,29,130,46,8%
504,9/23/10 0:00,South,Small Market,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,50,90,70,140,47,772,68,13,44,115,24,-18%
505,9/24/10 0:00,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,100,20,-20,120,84,625,18,26,-31,102,49,-15%
405,9/25/10 0:00,South,Small Market,Decaf Irish Cream,Beans,Coffee,Oklahoma,Decaf,40,60,50,100,32,817,48,8,29,80,19,-20%
985,9/26/10 0:00,South,Small Market,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,40,70,50,110,56,382,81,17,41,137,40,25%
505,9/27/10 0:00,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,30,40,10,70,35,191,47,11,8,82,39,17%
405,9/28/10 0:00,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,60,110,70,170,80,640,120,26,63,200,57,18%
702,9/29/10 0:00,West,Small Market,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,30,40,20,70,28,961,35,8,6,63,29,-10%
971,9/30/10 0:00,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,60,100,70,160,52,357,76,16,38,128,38,-20%
435,10/1/10 0:00,West,Small Market,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,100,140,80,240,86,484,107,32,41,193,66,-20%
206,10/2/10 0:00,West,Small Market,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,110,160,60,270,92,541,128,83,15,220,113,-19%
775,10/3/10 0:00,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,10,30,20,40,19,774,28,5,11,47,17,18%
971,10/4/10 0:00,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Decaf,160,160,100,320,170,"1,073",170,47,99,340,71,6%
435,10/5/10 0:00,West,Small Market,Decaf Espresso,Beans,Espresso,Utah,Decaf,40,70,50,110,50,814,73,14,48,123,25,12%
509,10/6/10 0:00,West,Small Market,Decaf Espresso,Beans,Espresso,Washington,Decaf,60,80,60,140,70,957,84,21,41,154,43,10%
712,10/7/10 0:00,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,10,30,20,40,18,818,27,5,10,45,17,13%
262,10/8/10 0:00,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,50,70,30,120,53,306,65,20,12,118,53,-2%
319,10/9/10 0:00,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,20,40,20,60,28,961,35,8,6,63,29,5%
314,10/10/10 0:00,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,90,110,50,200,86,484,107,32,42,193,65,-4%
920,10/11/10 0:00,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,90,140,40,230,92,541,128,83,15,220,113,-4%
319,10/12/10 0:00,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,20,30,20,50,19,774,28,5,11,47,17,-6%
573,10/13/10 0:00,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,50,90,70,140,50,814,73,14,48,123,25,-12%
414,10/14/10 0:00,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,80,100,60,180,70,957,84,21,42,154,42,-14%
603,10/15/10 0:00,East,Small Market,Amaretto,Beans,Coffee,New Hampshire,Regular,30,60,40,90,41,236,60,13,25,101,35,12%
959,10/16/10 0:00,East,Small Market,Colombian,Beans,Coffee,Connecticut,Regular,120,180,130,300,130,945,195,42,121,325,74,8%
603,10/17/10 0:00,East,Small Market,Colombian,Beans,Coffee,New Hampshire,Regular,40,60,30,100,45,366,69,14,23,114,46,14%
860,10/18/10 0:00,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Regular,60,90,20,150,65,513,90,58,3,155,87,3%
603,10/19/10 0:00,East,Small Market,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,40,60,10,100,43,256,61,39,-7,104,68,4%
603,10/20/10 0:00,East,Small Market,Regular Espresso,Beans,Espresso,New Hampshire,Regular,20,40,0,60,30,165,38,11,-6,68,44,13%
337,10/21/10 0:00,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,40,70,60,110,38,772,56,10,34,94,22,-15%
505,10/22/10 0:00,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,50,90,50,140,45,366,69,14,24,114,45,-19%
918,10/23/10 0:00,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,50,70,50,120,44,618,56,14,29,100,27,-17%
318,10/24/10 0:00,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Regular,50,80,10,130,65,342,90,58,2,155,88,19%
505,10/25/10 0:00,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,20,30,0,50,30,104,38,11,-7,68,45,36%
405,10/26/10 0:00,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,70,100,70,170,86,300,120,26,70,206,50,21%
504,10/27/10 0:00,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Regular,50,90,70,140,65,372,109,20,65,174,44,24%
505,10/28/10 0:00,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Regular,30,50,0,80,43,256,61,39,-7,104,68,30%
918,10/29/10 0:00,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,10,30,30,40,22,452,34,6,17,56,17,40%
971,10/30/10 0:00,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,60,100,40,160,54,427,75,49,-4,129,79,-19%
435,10/31/10 0:00,West,Small Market,Amaretto,Beans,Coffee,Utah,Regular,90,110,70,200,75,956,90,23,46,165,44,-18%
775,11/1/10 0:00,West,Small Market,Colombian,Beans,Coffee,Nevada,Regular,40,50,10,90,33,193,41,12,-5,74,46,-18%
503,11/2/10 0:00,West,Small Market,Colombian,Beans,Coffee,Oregon,Regular,80,110,50,190,65,392,90,21,25,155,65,-18%
435,11/3/10 0:00,West,Small Market,Colombian,Beans,Coffee,Utah,Regular,60,100,70,160,55,305,75,18,30,130,45,-19%
509,11/4/10 0:00,West,Small Market,Colombian,Beans,Coffee,Washington,Regular,70,100,70,170,58,331,84,18,44,142,40,-16%
702,11/5/10 0:00,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,0,40,30,40,0,774,43,0,31,43,12,8%
503,11/6/10 0:00,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,50,70,20,120,59,331,73,22,18,132,55,10%
435,11/7/10 0:00,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,40,50,30,90,42,771,61,11,38,103,23,14%
360,11/8/10 0:00,West,Small Market,Caffe Latte,Beans,Espresso,Washington,Regular,40,60,40,100,48,617,62,15,35,110,27,10%
775,11/9/10 0:00,West,Small Market,Caffe Mocha,Beans,Espresso,Nevada,Regular,10,30,20,40,18,818,27,5,10,45,17,13%
541,11/10/10 0:00,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,50,80,50,130,60,329,80,19,33,140,47,8%
801,11/11/10 0:00,West,Small Market,Caffe Mocha,Beans,Espresso,Utah,Regular,40,60,40,100,49,617,63,16,35,112,28,12%
253,11/12/10 0:00,West,Small Market,Caffe Mocha,Beans,Espresso,Washington,Regular,50,60,20,110,53,306,65,20,12,118,53,7%
563,11/13/10 0:00,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,200,270,190,470,234,"1,282",311,77,201,545,110,16%
636,11/14/10 0:00,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,30,60,10,90,43,256,61,39,-8,104,69,16%
715,11/15/10 0:00,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,50,100,80,150,65,372,109,20,66,174,43,16%
563,11/16/10 0:00,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,80,140,110,220,104,596,150,33,95,254,55,15%
417,11/17/10 0:00,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,70,10,-20,80,84,625,18,26,-32,102,50,28%
262,11/18/10 0:00,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,40,60,50,100,47,772,68,13,43,115,25,15%
475,11/19/10 0:00,East,Small Market,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,60,90,50,150,86,484,107,32,41,193,66,29%
603,11/20/10 0:00,East,Small Market,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,20,30,0,50,33,193,41,12,-4,74,45,48%
860,11/21/10 0:00,East,Small Market,Mint,Leaves,Herbal Tea,Connecticut,Decaf,50,70,50,120,75,956,90,23,46,165,44,38%
337,11/22/10 0:00,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,40,60,40,100,49,617,63,16,35,112,28,12%
505,11/23/10 0:00,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,10,30,20,40,18,818,27,5,10,45,17,13%
918,11/24/10 0:00,South,Small Market,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,50,60,20,110,53,306,65,20,11,118,54,7%
225,11/25/10 0:00,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,80,100,40,180,86,484,107,32,42,193,65,7%
505,11/26/10 0:00,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,20,40,20,60,28,961,35,8,5,63,30,5%
405,11/27/10 0:00,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,80,130,40,210,92,541,128,83,15,220,113,5%
775,11/28/10 0:00,West,Small Market,Chamomile,Leaves,Herbal Tea,Nevada,Decaf,100,150,40,250,121,712,169,110,26,290,143,16%
971,11/29/10 0:00,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,20,50,50,70,33,772,48,9,28,81,20,16%
435,11/30/10 0:00,West,Small Market,Chamomile,Leaves,Herbal Tea,Utah,Decaf,30,50,30,80,41,236,60,13,24,101,36,26%
206,12/1/10 0:00,West,Small Market,Chamomile,Leaves,Herbal Tea,Washington,Decaf,110,170,120,280,130,945,195,42,121,325,74,16%
775,12/2/10 0:00,West,Small Market,Lemon,Leaves,Herbal Tea,Nevada,Decaf,120,190,120,310,148,844,206,48,115,354,91,14%
541,12/3/10 0:00,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Decaf,30,50,30,80,44,618,56,14,30,100,26,25%
435,12/4/10 0:00,West,Small Market,Lemon,Leaves,Herbal Tea,Utah,Decaf,30,70,40,100,45,366,69,14,24,114,45,14%
509,12/5/10 0:00,West,Small Market,Lemon,Leaves,Herbal Tea,Washington,Decaf,30,50,50,80,38,772,56,10,34,94,22,18%
702,12/6/10 0:00,West,Small Market,Mint,Leaves,Herbal Tea,Nevada,Decaf,80,140,110,220,104,596,150,33,94,254,56,15%
435,12/7/10 0:00,West,Small Market,Mint,Leaves,Herbal Tea,Utah,Decaf,70,10,-30,80,84,625,18,26,-31,102,49,28%
563,12/8/10 0:00,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,190,210,140,400,228,"1,436",229,63,141,457,88,14%
816,12/9/10 0:00,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,40,10,70,35,191,47,11,9,82,38,17%
920,12/10/10 0:00,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,40,80,50,120,56,382,81,17,41,137,40,14%
515,12/11/10 0:00,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,200,260,150,460,240,"1,391",294,91,169,534,125,16%
314,12/12/10 0:00,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,20,30,-10,50,30,165,38,11,-7,68,45,36%
414,12/13/10 0:00,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,50,80,10,130,65,513,90,58,3,155,87,19%
573,12/14/10 0:00,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,20,40,0,60,33,193,41,12,-4,74,45,23%
475,12/15/10 0:00,East,Small Market,Darjeeling,Leaves,Tea,Connecticut,Regular,50,80,60,130,50,814,73,14,48,123,25,-5%
603,12/16/10 0:00,East,Small Market,Darjeeling,Leaves,Tea,New Hampshire,Regular,10,30,20,40,18,818,27,5,11,45,16,13%
475,12/17/10 0:00,East,Small Market,Green Tea,Leaves,Tea,Connecticut,Regular,20,50,40,70,27,772,39,7,21,66,18,-6%
603,12/18/10 0:00,East,Small Market,Green Tea,Leaves,Tea,New Hampshire,Regular,0,40,30,40,0,774,43,0,32,43,11,8%
775,12/19/10 0:00,West,Small Market,Darjeeling,Leaves,Tea,Nevada,Regular,150,220,150,370,234,"1,282",311,77,202,545,109,47%
541,12/20/10 0:00,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,10,20,20,30,22,452,34,6,17,56,17,87%
435,12/21/10 0:00,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,20,50,10,70,43,256,61,39,-7,104,68,49%
360,12/22/10 0:00,West,Small Market,Darjeeling,Leaves,Tea,Washington,Regular,40,70,40,110,65,372,109,20,66,174,43,58%
702,12/23/10 0:00,West,Small Market,Earl Grey,Leaves,Tea,Nevada,Regular,150,160,100,310,228,"1,436",229,63,142,457,87,47%
971,12/24/10 0:00,West,Small Market,Earl Grey,Leaves,Tea,Oregon,Regular,50,80,50,130,80,640,120,26,62,200,58,54%
435,12/25/10 0:00,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,20,30,10,50,35,191,47,11,9,82,38,64%
206,12/26/10 0:00,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,30,60,40,90,56,382,81,17,41,137,40,52%
702,12/27/10 0:00,West,Small Market,Green Tea,Leaves,Tea,Nevada,Regular,150,-150,-220,0,240,"1,937",-240,91,-342,23,125,
503,12/28/10 0:00,West,Small Market,Green Tea,Leaves,Tea,Oregon,Regular,50,90,60,140,86,490,120,26,71,206,49,47%
435,12/29/10 0:00,West,Small Market,Green Tea,Leaves,Tea,Utah,Regular,10,30,10,40,30,165,38,11,-6,68,44,70%
253,12/30/10 0:00,West,Small Market,Green Tea,Leaves,Tea,Washington,Regular,40,60,10,100,65,513,90,58,3,155,87,55%
720,12/31/10 0:00,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,100,140,110,240,95,799,139,26,101,234,38,-3%
630,1/1/11 0:00,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,110,170,120,280,109,585,158,34,102,267,56,-5%
513,1/2/11 0:00,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,50,80,20,130,52,421,73,47,-4,125,77,-4%
970,1/3/11 0:00,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,80,130,80,210,72,541,108,23,54,180,54,-14%
773,1/4/11 0:00,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,270,290,200,560,239,"1,417",239,66,148,478,91,-15%
234,1/5/11 0:00,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,60,90,40,150,58,325,71,22,15,129,56,-14%
321,1/6/11 0:00,East,Major Market,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,80,120,80,200,89,481,125,27,74,214,51,7%
941,1/7/11 0:00,East,Major Market,Decaf Espresso,Beans,Espresso,Florida,Decaf,70,110,70,180,80,415,108,26,54,188,54,4%
214,1/8/11 0:00,South,Major Market,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,100,140,110,240,84,603,109,27,70,193,39,-20%
972,1/9/11 0:00,South,Major Market,Decaf Espresso,Beans,Espresso,Texas,Decaf,60,110,90,170,81,441,117,22,84,198,33,16%
650,1/10/11 0:00,West,Major Market,Decaf Irish Cream,Beans,Coffee,California,Decaf,190,-40,-120,150,154,"1,288",-27,50,-121,127,94,-15%
916,1/11/11 0:00,West,Major Market,Decaf Espresso,Beans,Espresso,California,Decaf,230,310,210,540,243,"1,260",324,80,211,567,113,5%
720,1/12/11 0:00,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,90,130,100,220,87,756,126,24,90,213,36,-3%
937,1/13/11 0:00,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,60,80,50,140,57,323,77,18,32,134,45,-4%
970,1/14/11 0:00,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,80,120,90,200,84,603,109,27,69,193,40,-4%
217,1/15/11 0:00,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,160,220,140,380,154,829,213,50,119,367,94,-3%
740,1/16/11 0:00,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,50,70,40,120,49,351,72,15,35,121,37,1%
719,1/17/11 0:00,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,90,140,110,230,81,441,117,22,84,198,33,-14%
312,1/18/11 0:00,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,280,380,260,660,243,"1,260",324,80,211,567,113,-14%
513,1/19/11 0:00,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,180,200,130,380,162,"1,059",163,45,94,325,69,-14%
561,1/20/11 0:00,East,Major Market,Colombian,Beans,Coffee,Florida,Regular,80,110,70,190,84,632,126,27,67,210,59,11%
978,1/21/11 0:00,East,Major Market,Colombian,Beans,Coffee,Massachusetts,Regular,60,400,360,460,72,-54,420,23,366,492,54,7%
718,1/22/11 0:00,East,Major Market,Colombian,Beans,Coffee,New York,Regular,250,390,270,640,270,"2,041",405,94,259,675,146,5%
941,1/23/11 0:00,East,Major Market,Caffe Mocha,Beans,Espresso,Florida,Regular,90,130,30,220,95,532,132,86,17,227,115,3%
508,1/24/11 0:00,East,Major Market,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,40,80,20,120,52,446,73,47,-4,125,77,4%
607,1/25/11 0:00,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,120,-60,-190,60,125,"1,118",-62,113,-208,63,146,5%
508,1/26/11 0:00,East,Major Market,Regular Espresso,Beans,Espresso,Massachusetts,Regular,150,160,100,310,162,"1,059",163,45,94,325,69,5%
718,1/27/11 0:00,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,220,290,210,510,239,"1,260",284,66,194,523,90,3%
940,1/28/11 0:00,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,260,320,240,580,214,923,253,66,166,467,87,-19%
325,1/29/11 0:00,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,60,90,50,150,72,189,108,23,54,180,54,20%
936,1/30/11 0:00,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,70,110,90,180,87,756,126,24,91,213,35,18%
925,1/31/11 0:00,West,Major Market,Amaretto,Beans,Coffee,California,Regular,130,20,-30,150,109,796,16,34,-41,125,57,-17%
